Image,Predicted Animal,Predicted Behavior,Predicted Place,Predicted Time,Prediction Sentence
sheep_crea_peclerey1933Nord_2018-10-01_17-30-04_r3_crop8.jpg,sheep,eating,the hill,night,The sheep is eating on the hill in the night time
sheep_crea_peclerey2000_2017-09-15_11-08-24_r5_crop5.jpg,sheep,resting,the field,day,The sheep is resting in the field in the day time
sheep_crea_peclerey2000_2017-09-15_11-20-43_r1_crop1.jpg,cow,eating,the field,day,The cow is eating in the field in the day time
sheep_crea_peclerey2000_2017-09-15_11-30-17_r2_crop4.jpg,cow,eating,the hill,day,The cow is eating on the hill in the day time
sheep_crea_peclerey2000_2017-09-15_12-43-31_r5_crop0.jpg,cow,eating,the forrest,day,The cow is eating in the forrest in the day time
sheep_crea_peclerey2000_2018-09-12_09-39-20_r15_crop0.jpg,sheep,eating,the forrest,day,The sheep is eating in the forrest in the day time
sheep_crea_peclerey2200Nord_2018-09-14_17-25-11_r6_crop1.jpg,goat,eating,the hill,day,The goat is eating on the hill in the day time
sheep_crea_peclerey2200Nord_2018-09-15_09-43-26_r9_crop2.jpg,sheep,resting,the hill,night,The sheep is resting on the hill in the night time
sheep_crea_peclerey2200Nord_2018-09-25_10-40-28_r5_crop2.jpg,sheep,resting,the field,day,The sheep is resting in the field in the day time
sheep_crea_peclerey2200_2018-09-15_07-44-10_r1_crop0.jpg,sheep,resting,the forrest,day,The sheep is resting in the forrest in the day time
sheep_crea_peclerey2200_2018-09-22_07-48-44_r3_crop2.jpg,sheep,eating,the hill,day,The sheep is eating on the hill in the day time
sheep_crea_peclerey2200_2018-09-22_11-39-47_r7_crop1.jpg,sheep,resting,the field,day,The sheep is resting in the field in the day time
sheep_crea_peclerey2200_2018-09-27_07-47-39_r3_crop2.jpg,sheep,resting,the field,day,The sheep is resting in the field in the day time
sheep_crea_peclerey2200_2018-09-27_08-45-42_r6_crop3.jpg,sheep,resting,the forrest,day,The sheep is resting in the forrest in the day time
sheep_crea_peclerey2200_2018-09-29_08-04-16_r1_crop0.jpg,sheep,eating,the hill,night,The sheep is eating on the hill in the night time
sheep_crea_peclerey2200_2019-09-11_08-46-41_r1_crop0.jpg,sheep,resting,the field,day,The sheep is resting in the field in the day time
sheep_crea_peclerey2200_2019-09-11_08-56-16_r2_crop2.jpg,sheep,eating,the field,day,The sheep is eating in the field in the day time
sheep_crea_peclerey2200_2019-09-11_08-56-16_r3_crop0.jpg,goat,eating,the field,day,The goat is eating in the field in the day time
sheep_crea_peclerey2200_2019-09-12_07-12-52_r2_crop10.jpg,sheep,resting,the field,night,The sheep is resting in the field in the night time
sheep_crea_peclerey2200_2019-09-12_07-12-57_r6_crop9.jpg,cow,resting,the hill,day,The cow is resting on the hill in the day time
sheep_crea_peclerey2200_2019-09-12_07-18-12_r2_crop3.jpg,sheep,resting,the hill,day,The sheep is resting on the hill in the day time
sheep_crea_peclerey2200_2019-09-13_08-15-36_r2_crop4.jpg,cow,eating,the forrest,day,The cow is eating in the forrest in the day time
sheep_crea_peclerey2200_2019-09-13_08-17-18_r6_crop4.jpg,sheep,resting,the field,night,The sheep is resting in the field in the night time
sheep_crea_peclerey2200_2019-09-19_09-37-22_r2_crop2.jpg,cow,resting,the hill,day,The cow is resting on the hill in the day time
sheep_crea_peclerey2200_2019-09-19_10-48-21_r8_crop3.jpg,sheep,resting,the field,day,The sheep is resting in the field in the day time
sheep_crea_peclerey2200_2019-09-19_10-48-40_r13_crop2.jpg,sheep,moving,the forrest,day,The sheep is moving in the forrest in the day time
sheep_crea_peclerey2200_2019-09-27_16-05-00_r1_crop2.jpg,goat,eating,the field,day,The goat is eating in the field in the day time
sheep_crea_peclerey2400_2018-08-10_12-00-33_r1_crop0.jpg,sheep,resting,the field,day,The sheep is resting in the field in the day time
sheep_crea_peclerey2400_2018-08-10_12-03-04_r3_crop2.jpg,cow,eating,the forrest,night,The cow is eating in the forrest in the night time
sheep_crea_peclerey2400_2018-08-10_12-06-10_r2_crop2.jpg,sheep,eating,the hill,night,The sheep is eating on the hill in the night time
sheep_crea_peclerey2400_2018-08-10_12-09-56_r4_crop2.jpg,cow,resting,the forrest,day,The cow is resting in the forrest in the day time
sheep_crea_peclerey2400_2018-08-10_12-28-14_r1_crop1.jpg,sheep,resting,the field,day,The sheep is resting in the field in the day time
sheep_crea_peclerey2400_2018-08-10_12-38-33_r5_crop1.jpg,sheep,resting,the hill,night,The sheep is resting on the hill in the night time
sheep_crea_peclerey2400_2018-08-10_12-40-03_r2_crop4.jpg,cow,resting,the field,night,The cow is resting in the field in the night time
sheep_crea_peclerey2400_2018-08-10_12-41-01_r3_crop4.jpg,sheep,eating,the field,day,The sheep is eating in the field in the day time
sheep_crea_peclerey2400_2018-08-10_12-52-33_r6_crop1.jpg,sheep,resting,the field,night,The sheep is resting in the field in the night time
sheep_crea_peclerey2400_2018-08-14_18-56-35_r2_crop3.jpg,sheep,eating,the field,day,The sheep is eating in the field in the day time
sheep_crea_peclerey2400_2018-08-14_22-08-37_r3_crop2.jpg,sheep,eating,the forrest,night,The sheep is eating in the forrest in the night time
sheep_crea_peclerey2400_2018-08-14_22-11-54_r10_crop2.jpg,cow,eating,the forrest,night,The cow is eating in the forrest in the night time
sheep_crea_peclerey2400_2018-08-14_22-20-56_r5_crop0.jpg,cow,eating,the field,night,The cow is eating in the field in the night time
sheep_crea_peclerey2400_2018-08-14_22-37-07_r3_crop2.jpg,cow,moving,the field,night,The cow is moving in the field in the night time
sheep_crea_peclerey2400_2018-08-15_00-24-00_r1_crop0.jpg,sheep,moving,the field,night,The sheep is moving in the field in the night time
sheep_crea_peclerey2400_2018-08-15_00-26-53_r9_crop0.jpg,sheep,moving,the field,night,The sheep is moving in the field in the night time
sheep_crea_peclerey2400_2018-08-15_01-13-10_r3_crop0.jpg,sheep,resting,the field,night,The sheep is resting in the field in the night time
sheep_crea_peclerey2400_2018-08-15_01-56-12_r1_crop0.jpg,sheep,moving,the field,night,The sheep is moving in the field in the night time
sheep_crea_peclerey2400_2018-08-15_01-56-27_r4_crop0.jpg,cow,moving,the field,night,The cow is moving in the field in the night time
sheep_crea_peclerey2400_2018-08-18_21-56-23_r6_crop1.jpg,sheep,eating,the field,night,The sheep is eating in the field in the night time
sheep_crea_peclerey2400_2018-08-18_21-59-13_r2_crop2.jpg,cow,resting,the field,night,The cow is resting in the field in the night time
sheep_crea_peclerey2400_2018-08-18_21-59-13_r3_crop2.jpg,cow,eating,the hill,night,The cow is eating on the hill in the night time
sheep_crea_peclerey2400_2018-08-25_18-25-57_r6_crop1.jpg,sheep,eating,the hill,day,The sheep is eating on the hill in the day time
sheep_crea_peclerey2400_2018-08-30_19-48-13_r1_crop0.jpg,cow,eating,the field,day,The cow is eating in the field in the day time
sheep_crea_peclerey2400_2018-08-30_20-15-32_r2_crop6.jpg,cow,eating,the hill,night,The cow is eating on the hill in the night time
sheep_crea_peclerey2400_2018-08-30_20-16-53_r7_crop0.jpg,cow,eating,the hill,night,The cow is eating on the hill in the night time
sheep_crea_peclerey2400_2018-08-30_20-24-12_r1_crop3.jpg,cow,resting,the hill,day,The cow is resting on the hill in the day time
sheep_crea_peclerey2400_2018-08-30_20-24-27_r6_crop4.jpg,cow,resting,the hill,night,The cow is resting on the hill in the night time
sheep_crea_peclerey2400_2018-08-31_10-33-53_r6_crop5.jpg,sheep,eating,the hill,day,The sheep is eating on the hill in the day time
sheep_crea_peclerey2400_2018-08-31_10-53-00_r3_crop2.jpg,sheep,eating,the hill,day,The sheep is eating on the hill in the day time
sheep_crea_peclerey2400_2018-09-05_20-50-53_r3_crop0.jpg,sheep,moving,the field,night,The sheep is moving in the field in the night time
sheep_crea_peclerey2400_2018-09-06_19-46-48_r1_crop1.jpg,cow,eating,the forrest,day,The cow is eating in the forrest in the day time
sheep_crea_peclerey2400_2018-09-07_16-57-39_r1_crop2.jpg,sheep,resting,the field,day,The sheep is resting in the field in the day time
sheep_crea_peclerey2400_2018-09-07_16-57-39_r2_crop3.jpg,sheep,resting,the field,day,The sheep is resting in the field in the day time
sheep_crea_peclerey2400_2018-09-07_16-57-40_r3_crop1.jpg,sheep,resting,the field,day,The sheep is resting in the field in the day time
sheep_crea_peclerey2400_2018-09-07_16-59-17_r1_crop2.jpg,sheep,resting,the field,day,The sheep is resting in the field in the day time
sheep_crea_peclerey2400_2018-09-07_17-05-27_r4_crop4.jpg,sheep,resting,the field,day,The sheep is resting in the field in the day time
sheep_crea_peclerey2400_2018-09-07_17-17-45_r3_crop3.jpg,sheep,resting,the field,day,The sheep is resting in the field in the day time
sheep_crea_peclerey2400_2018-09-07_17-18-13_r1_crop6.jpg,sheep,resting,the field,day,The sheep is resting in the field in the day time
sheep_crea_peclerey2400_2018-09-07_17-20-47_r4_crop3.jpg,sheep,resting,the field,day,The sheep is resting in the field in the day time
sheep_crea_peclerey2400_2018-09-07_17-27-20_r1_crop7.jpg,sheep,resting,the field,day,The sheep is resting in the field in the day time
sheep_crea_peclerey2400_2018-09-07_17-53-48_r3_crop1.jpg,sheep,resting,the field,night,The sheep is resting in the field in the night time
sheep_crea_peclerey2400_2018-09-15_06-38-58_r25_crop5.jpg,sheep,moving,the forrest,day,The sheep is moving in the forrest in the day time
sheep_crea_peclerey2400_2018-09-25_07-03-20_r6_crop3.jpg,sheep,resting,the field,day,The sheep is resting in the field in the day time
